,Amount($),Year of Funding,Founded,Company/Brand,Sector,Stage,HeadQuarter,What it does
635,85860249.91073933,2020,2019,EWar,Gaming,Pre-series A,Bangalore,EWar Games is a e-sports and real-time gaming start-up.
636,5000000.0,2020,2016,SucSEED Indovation,FinTech,Series A,Hyderabad,"SucSEED INDOVATION FACILITATES ACCESS TO CAPITAL FOR DEEP TECH STARTUPS TO INNOVATE, SCALE & GROW"
637,1000000.0,2020,2019,TaxBuddy.com,FinTech,Series A,Mumbai,TaxBuddy for any tax related issues.
638,500000.0,2020,2016,Awign Enterprises,Work fulfillment,Series A,Bangalore,Operations and manpower outsourcing startup
639,3000000.0,2020,2018,Circle of Angels,FinTech,Series A,Gurgaon,Circles of Angels aims to solve this issue through the creation of a funding network that makes impact funding accessible to everyone.
640,10000000.0,2020,2017,CoinDCX,FinTech,Series B,Mumbai,CoinDCX is a company that specializes in crypto-enabled financial services.
641,145000000.0,2020,2016,Glance,AI startup,Series A,Bangalore,Glance is a screen zero platform that consumers use across connected devices to experience the Internet.
642,100000000.0,2020,2007,VerSe Innovation,Telecommunication,Series A,Bangalore,Owner of Dailyhunt App and I-Pay
643,85860249.91073933,2020,2020,Voosh,Food Industry,Pre-seed,Bangalore,Building India's largest digital food service brand
644,85860249.91073933,2020,2011,Delhivery,E-commerce,Series A,Gurgaon,Delhivery is a supply chain services company that provides products and services to build trust and improve the lives of consumers.
645,21000000.0,2020,1982,Arya,AgriTech,Series B,Noida,"""Simplifying Agribusiness"" Throughout Agri-Supply chain, FPO Market Linkages, Market Research, Implementation"
646,4000000.0,2020,2015,Pickrr,Logistics,Series A,New Delhi,Pickrr is an on-demand first mile logistics company
647,20000000.0,2020,2015,PhonePe,FinTech,Series A,Andheri,PhonePe is a mobile payment application that enables users to transfer money instantly.
648,1000000.0,2020,2018,Countingwell,EdTech,Pre-series A,Bangalore,"An interactive Maths app, Countingwell breaks Maths concepts into short, simple modules that get kids learning with the least amount of screen time."
649,560000.0,2020,2016,Callify.ai,Tech Startup,Seed,Mumbai,Callify.ai is a Voice-Based Candidate Screening & Engagement platform for Talent Acquisition teams.
650,85860249.91073933,2020,2016,Hudle,Sports,Pre-series A,New Delhi,Hudle is a sports & fitness discovery & booking platform with 300+ sports venues and sports events/tournaments available for booking.
651,400000.0,2020,2013,Cover it Up,E-commerce,Seed,Chennai,Online portal that churns out high quality products
652,275000.0,2020,2019,BiteSpeed,E-commerce,Seed,Gurgaon,Chat-based commerce for E-commerce brands
653,20000000.0,2020,2016,WakeFit,Retail,Series B,Bangalore,Wakefitkart is a mattress manufacturing company
654,1000000.0,2020,2008,Sreyas Holistic Remedies,Medtech,Series A,Hyderabad,Sreyas Holistic Remedies operates a chain of dermatologist clinics under the brand name of Oliva
655,85860249.91073933,2020,2016,Fleeca India,Tyre management,Series A,Jaipur,FLEECA is a Tyre Care Provider company.
656,4500000.0,2020,2017,M1xchange,FinTech,Series A,Gurgaon,M1 an online exchange for TReDS set up under the approval RBI to facilitate discounting of invoices on a PAN India basis.
657,5000000.0,2020,2011,Exotel,Cloud company,Series A,Bangalore,Exotel provides cloud telephony services such as virtual phone numbers and telephony applications for small and medium enterprises in India.
658,15000000.0,2020,2019,PagarBook,Software company,Series A,Bangalore,"Staff's Salary, Work & Attendance Management Application"
659,85860249.91073933,2020,2020,PointOne Capital,Venture capitalist,Series A,Bangalore,Pre-seed/Seed focussed VC investor
660,390000000.0,2020,2017,Ayana,Renewable player,Series A,Bangalore,Ayana Renewable Power is an Indian renewable energy platform
